player,cost,round,n
2,15,2,31
3,30,2,31
2,25,3,31
1,12,1,32
2,12,1,32
3,16,1,32
1,22,2,32
2,15,2,32
3,23,2,32
2,20,3,32
2,24,4,32
1,18,1,33
2,8,1,33
3,11,1,33
1,22,2,33
2,17,2,33
3,21,2,33
2,23,3,33
1,17,1,34
2,15,1,34
3,11,1,34
1,27,2,34
2,25,2,34
3,19,2,34
3,27,3,34
1,14,1,35
2,11,1,35
3,14,1,35
1,24,2,35
2,12,2,35
3,18,2,35
2,14,3,35
3,17,3,35
2,15,4,35
3,25,4,35
2,20,5,35
2,21,6,35
1,18,1,36
2,10,1,36
3,21,1,36
1,25,2,36
2,16,2,36
3,17,2,36
2,26,3,36
3,20,3,36
3,26,4,36
1,14,1,37
2,18,1,37
3,15,1,37
1,24,2,37
2,28,2,37
3,16,2,37
3,16,3,37
3,21,4,37
1,17,1,38
2,17,1,38
3,20,1,38
1,23,2,38
2,16,2,38
3,30,2,38
2,20,3,38
2,30,4,38
1,18,1,39
2,17,1,39
3,5,1,39
1,26,2,39
2,27,2,39
3,9,2,39
3,20,3,39
3,21,4,39
1,11,1,40
2,18,1,40
3,21,1,40
1,12,2,40
2,24,2,40
3,16,2,40
1,22,3,40
3,25,3,40
1,19,1,41
2,18,1,41
3,10,1,41
1,26,2,41
2,12,2,41
3,19,2,41
2,20,3,41
3,29,3,41
2,30,4,41
1,17,1,42
2,15,1,42
3,14,1,42
1,22,2,42
2,18,2,42
3,24,2,42
2,25,3,42
1,21,1,43
2,14,1,43
3,13,1,43
1,13,2,43
2,19,2,43
3,23,2,43
1,19,3,43
2,12,3,43
1,20,4,43
2,19,4,43
1,30,5,43
2,28,5,43
1,16,1,44
2,9,1,44
3,12,1,44
1,18,2,44
2,17,2,44
3,22,2,44
1,24,3,44
2,27,3,44
1,6,1,45
2,14,1,45
3,17,1,45
1,11,2,45
2,24,2,45
3,20,2,45
1,15,3,45
3,26,3,45
1,23,4,45
1,15,1,46
2,16,1,46
3,15,1,46
1,25,2,46
2,23,2,46
3,23,2,46
1,10,1,47
2,7,1,47
3,15,1,47
1,17,2,47
2,17,2,47
3,25,2,47
1,26,3,47
2,24,3,47
1,20,1,48
2,12,1,48
3,15,1,48
1,30,2,48
2,16,2,48
3,25,2,48
2,21,3,48
1,12,1,49
2,19,1,49
3,12,1,49
1,22,2,49
2,29,2,49
3,13,2,49
3,14,3,49
3,20,4,49
3,22,5,49
1,20,1,50
2,13,1,50
3,12,1,50
1,28,2,50
2,20,2,50
3,18,2,50
2,29,3,50
3,19,3,50
3,29,4,50
1,20,1,51
2,9,1,51
3,9,1,51
1,22,2,51
2,11,2,51
3,19,2,51
2,19,3,51
3,22,3,51
2,20,4,51
2,30,5,51
1,19,1,52
2,15,1,52
3,14,1,52
1,25,2,52
2,25,2,52
3,18,2,52
3,20,3,52
3,30,4,52
1,16,1,53
2,11,1,53
3,15,1,53
1,19,2,53
2,16,2,53
3,19,2,53
1,29,3,53
2,18,3,53
3,26,3,53
2,26,4,53
1,20,1,54
2,19,1,54
3,20,1,54
1,22,2,54
2,27,2,54
3,30,2,54
1,12,1,55
2,18,1,55
3,17,1,55
1,15,2,55
2,22,2,55
3,27,2,55
1,25,3,55
1,19,1,56
2,14,1,56
3,12,1,56
1,29,2,56
2,18,2,56
3,13,2,56
2,19,3,56
3,20,3,56
2,29,4,56
3,29,4,56
1,13,1,57
2,13,1,57
3,14,1,57
1,15,2,57
2,17,2,57
3,16,2,57
1,22,3,57
2,27,3,57
3,21,3,57
1,15,1,58
2,20,1,58
3,11,1,58
1,17,2,58
2,27,2,58
3,21,2,58
1,27,3,58
1,14,1,59
2,19,1,59
3,19,1,59
1,22,2,59
2,27,2,59
3,29,2,59
1,16,1,60
2,21,1,60
3,12,1,60
1,21,2,60
2,14,2,60
3,22,2,60
2,15,3,60
2,22,4,60
1,17,1,61
2,21,1,61
3,14,1,61
1,26,2,61
2,17,2,61
3,16,2,61
2,18,3,61
3,26,3,61
2,28,4,61
1,13,1,62
2,20,1,62
3,12,1,62
1,13,2,62
2,27,2,62
3,22,2,62
1,18,3,62
1,26,4,62
1,7,1,63
2,17,1,63
3,15,1,63
1,17,2,63
2,24,2,63
3,25,2,63
1,27,3,63
1,14,1,64
2,10,1,64
3,16,1,64
1,18,2,64
2,15,2,64
3,26,2,64
1,20,3,64
2,24,3,64
1,25,4,64
1,14,1,65
2,9,1,65
3,16,1,65
1,16,2,65
2,19,2,65
3,25,2,65
1,17,3,65
2,22,3,65
1,21,4,65
1,11,1,66
2,19,1,66
3,14,1,66
1,15,2,66
2,21,2,66
3,22,2,66
1,22,3,66
1,14,1,67
2,16,1,67
3,13,1,67
1,24,2,67
2,26,2,67
3,13,2,67
3,18,3,67
3,28,4,67
1,20,1,68
2,16,1,68
3,17,1,68
1,23,2,68
2,14,2,68
3,18,2,68
2,18,3,68
3,28,3,68
2,28,4,68
1,13,1,69
2,20,1,69
3,21,1,69
1,16,2,69
2,30,2,69
3,18,2,69
1,17,3,69
3,28,3,69
1,27,4,69
1,20,1,70
2,21,1,70
3,19,1,70
1,30,2,70
2,21,2,70
3,22,2,70
1,14,1,71
2,13,1,71
3,8,1,71
1,20,2,71
2,23,2,71
3,11,2,71
1,28,3,71
3,21,3,71
1,17,1,72
2,13,1,72
3,17,1,72
1,27,2,72
2,20,2,72
3,14,2,72
2,30,3,72
3,15,3,72
3,23,4,72
1,15,1,73
2,17,1,73
3,13,1,73
1,25,2,73
2,14,2,73
3,17,2,73
2,20,3,73
3,27,3,73
2,30,4,73
1,20,1,74
2,12,1,74
3,10,1,74
1,21,2,74
2,22,2,74
3,17,2,74
3,23,3,74
1,12,1,75
2,13,1,75
3,10,1,75
1,19,2,75
2,15,2,75
3,20,2,75
1,29,3,75
2,16,3,75
3,30,3,75
2,25,4,75
1,21,1,76
2,19,1,76
3,9,1,76
1,21,2,76
2,24,2,76
3,17,2,76
3,27,3,76
1,19,1,77
2,9,1,77
3,19,1,77
1,13,2,77
2,11,2,77
3,22,2,77
1,23,3,77
2,21,3,77
1,16,1,78
2,16,1,78
3,20,1,78
1,26,2,78
2,22,2,78
3,20,2,78
3,30,3,78
1,13,1,79
2,19,1,79
3,12,1,79
1,22,2,79
2,25,2,79
3,13,2,79
3,23,3,79
1,12,1,80
2,16,1,80
3,15,1,80
1,20,2,80
2,26,2,80
3,25,2,80
1,23,3,80
1,8,1,81
2,12,1,81
3,11,1,81
1,11,2,81
2,20,2,81
3,21,2,81
1,15,3,81
2,24,3,81
1,25,4,81
1,13,1,82
2,20,1,82
3,20,1,82
1,22,2,82
2,23,2,82
3,30,2,82
1,7,1,83
2,6,1,83
3,9,1,83
1,17,2,83
2,8,2,83
3,16,2,83
1,21,3,83
2,12,3,83
3,25,3,83
2,22,4,83
1,15,1,84
2,21,1,84
3,19,1,84
1,24,2,84
2,21,2,84
3,26,2,84
1,17,1,85
2,10,1,85
3,16,1,85
1,27,2,85
2,20,2,85
3,18,2,85
2,22,3,85
3,28,3,85
1,16,1,86
2,17,1,86
3,20,1,86
1,26,2,86
2,26,2,86
3,29,2,86
1,19,1,87
2,17,1,87
3,14,1,87
1,29,2,87
2,20,2,87
3,20,2,87
2,27,3,87
3,25,3,87
1,20,1,88
2,21,1,88
3,19,1,88
1,26,2,88
2,19,2,88
3,22,2,88
2,25,3,88
1,13,1,89
2,17,1,89
3,14,1,89
1,16,2,89
2,25,2,89
3,15,2,89
1,13,3,89
3,20,3,89
1,22,4,89
3,30,4,89
1,17,1,90
2,18,1,90
3,10,1,90
1,19,2,90
2,15,2,90
3,19,2,90
1,28,3,90
2,25,3,90
3,25,3,90
1,8,1,91
2,12,1,91
3,8,1,91
1,18,2,91
2,16,2,91
3,13,2,91
1,28,3,91
2,26,3,91
3,22,3,91
1,11,1,92
2,9,1,92
3,19,1,92
1,19,2,92
2,12,2,92
3,29,2,92
1,26,3,92
2,22,3,92
1,12,1,93
2,19,1,93
3,16,1,93
1,17,2,93
2,29,2,93
3,23,2,93
1,22,3,93
1,19,1,94
2,13,1,94
3,18,1,94
1,28,2,94
2,19,2,94
3,20,2,94
2,24,3,94
3,22,3,94
1,20,1,95
2,12,1,95
3,21,1,95
1,20,2,95
2,15,2,95
3,21,2,95
1,30,3,95
2,25,3,95
1,19,1,96
2,20,1,96
3,12,1,96
1,27,2,96
2,26,2,96
3,18,2,96
3,22,3,96
1,13,1,97
2,16,1,97
3,19,1,97
1,22,2,97
2,16,2,97
3,29,2,97
2,24,3,97
1,16,1,98
2,12,1,98
3,4,1,98
1,22,2,98
2,22,2,98
3,14,2,98
3,15,3,98
3,18,4,98
3,23,5,98
1,15,1,99
2,6,1,99
3,12,1,99
1,25,2,99
2,13,2,99
3,22,2,99
2,23,3,99
1,16,1,100
2,8,1,100
3,14,1,100
1,12,2,100
2,16,2,100
3,24,2,100
1,15,3,100
2,20,3,100
1,25,4,100
2,21,4,100
1,20,1,101
2,9,1,101
3,15,1,101
1,30,2,101
2,15,2,101
3,15,2,101
2,25,3,101
3,25,3,101
1,8,1,102
2,18,1,102
3,6,1,102
1,15,2,102
2,28,2,102
3,14,2,102
1,21,3,102
3,17,3,102
3,22,4,102
1,6,1,103
2,17,1,103
3,17,1,103
1,13,2,103
2,21,2,103
3,13,2,103
1,23,3,103
3,23,3,103
1,21,1,104
2,6,1,104
3,17,1,104
1,21,2,104
2,16,2,104
3,20,2,104
2,22,3,104
3,27,3,104
1,17,1,105
2,16,1,105
3,15,1,105
1,26,2,105
2,22,2,105
3,17,2,105
3,22,3,105
1,18,1,106
2,20,1,106
3,10,1,106
1,27,2,106
2,22,2,106
3,14,2,106
3,22,3,106
1,15,1,107
2,12,1,107
3,8,1,107
1,25,2,107
2,17,2,107
3,11,2,107
2,13,3,107
3,21,3,107
2,23,4,107
1,14,1,108
2,12,1,108
3,20,1,108
1,20,2,108
2,22,2,108
3,28,2,108
1,22,3,108
1,21,1,109
2,20,1,109
3,12,1,109
1,14,2,109
2,14,2,109
3,22,2,109
1,24,3,109
2,24,3,109
1,6,1,110
2,7,1,110
3,12,1,110
1,14,2,110
2,12,2,110
3,22,2,110
1,24,3,110
2,19,3,110
2,28,4,110
1,18,1,111
2,17,1,111
3,20,1,111
1,28,2,111
2,12,2,111
3,30,2,111
2,22,3,111
1,20,1,112
2,16,1,112
3,7,1,112
1,28,2,112
2,26,2,112
3,11,2,112
3,17,3,112
3,20,4,112
3,27,5,112
1,13,1,113
2,12,1,113
3,15,1,113
1,19,2,113
2,19,2,113
3,20,2,113
1,24,3,113
2,28,3,113
3,30,3,113
1,15,1,114
2,11,1,114
3,17,1,114
1,25,2,114
2,18,2,114
3,17,2,114
2,22,3,114
3,21,3,114
1,14,1,115
2,15,1,115
3,12,1,115
1,19,2,115
2,25,2,115
3,21,2,115
1,26,3,115
1,19,1,116
2,11,1,116
3,11,1,116
1,23,2,116
2,16,2,116
3,16,2,116
2,17,3,116
3,26,3,116
2,27,4,116
1,11,1,117
2,15,1,117
3,17,1,117
1,21,2,117
2,25,2,117
3,27,2,117
1,14,1,118
2,17,1,118
3,13,1,118
1,21,2,118
2,13,2,118
3,21,2,118
2,23,3,118
1,12,1,119
2,11,1,119
3,19,1,119
1,17,2,119
2,21,2,119
3,18,2,119
1,27,3,119
3,24,3,119
1,11,1,120
2,17,1,120
3,14,1,120
1,18,2,120
2,27,2,120
3,18,2,120
1,22,3,120
3,21,3,120
1,13,1,121
2,16,1,121
3,12,1,121
1,18,2,121
2,23,2,121
3,16,2,121
1,17,3,121
3,21,3,121
1,21,4,121
1,14,1,122
2,11,1,122
3,14,1,122
1,18,2,122
2,20,2,122
3,15,2,122
1,28,3,122
2,28,3,122
3,21,3,122
1,5,1,123
2,20,1,123
3,12,1,123
1,10,2,123
2,24,2,123
3,15,2,123
1,16,3,123
3,25,3,123
1,25,4,123
1,9,1,124
2,13,1,124
3,17,1,124
1,19,2,124
2,18,2,124
3,19,2,124
1,29,3,124
2,23,3,124
3,22,3,124
1,13,1,125
2,15,1,125
3,15,1,125
1,23,2,125
2,19,2,125
3,25,2,125
2,22,3,125
1,19,1,126
2,12,1,126
3,18,1,126
1,20,2,126
2,22,2,126
3,27,2,126
1,25,3,126
1,17,1,127
2,12,1,127
3,6,1,127
1,27,2,127
2,22,2,127
3,16,2,127
3,25,3,127
1,13,1,128
2,20,1,128
3,6,1,128
1,17,2,128
2,28,2,128
3,11,2,128
1,27,3,128
3,17,3,128
3,27,4,128
1,14,1,129
2,17,1,129
3,17,1,129
1,22,2,129
2,27,2,129
3,19,2,129
3,26,3,129
1,18,1,130
2,20,1,130
3,10,1,130
1,18,2,130
2,26,2,130
3,21,2,130
1,28,3,130
1,13,1,131
2,13,1,131
3,13,1,131
1,13,2,131
2,18,2,131
3,20,2,131
1,22,3,131
2,18,3,131
3,24,3,131
2,20,4,131
2,29,5,131
1,14,1,132
2,14,1,132
3,20,1,132
1,20,2,132
2,16,2,132
3,26,2,132
1,30,3,132
2,17,3,132
2,22,4,132
1,14,1,133
2,13,1,133
3,8,1,133
1,24,2,133
2,13,2,133
3,10,2,133
2,14,3,133
3,15,3,133
2,24,4,133
3,23,4,133
1,14,1,134
2,16,1,134
3,10,1,134
1,17,2,134
2,20,2,134
3,20,2,134
1,27,3,134
2,20,3,134
3,30,3,134
2,21,4,134
1,20,1,135
2,10,1,135
3,21,1,135
1,30,2,135
2,20,2,135
3,13,2,135
2,23,3,135
3,23,3,135
1,13,1,136
2,13,1,136
3,16,1,136
1,23,2,136
2,21,2,136
3,17,2,136
3,27,3,136
1,10,1,137
2,15,1,137
3,17,1,137
1,15,2,137
2,17,2,137
3,27,2,137
1,25,3,137
2,24,3,137
1,16,1,138
2,19,1,138
3,12,1,138
1,26,2,138
2,12,2,138
3,14,2,138
2,22,3,138
3,18,3,138
3,28,4,138
1,15,1,139
2,8,1,139
3,19,1,139
1,19,2,139
2,17,2,139
3,20,2,139
1,22,3,139
2,19,3,139
3,25,3,139
2,22,4,139
1,16,1,140
2,19,1,140
3,20,1,140
1,20,2,140
2,29,2,140
3,14,2,140
1,28,3,140
3,24,3,140
1,17,1,141
2,14,1,141
3,21,1,141
1,27,2,141
2,24,2,141
3,14,2,141
3,15,3,141
3,21,4,141
1,16,1,142
2,12,1,142
3,21,1,142
1,18,2,142
2,22,2,142
3,18,2,142
1,22,3,142
3,28,3,142
1,11,1,143
2,21,1,143
3,12,1,143
1,14,2,143
2,13,2,143
3,13,2,143
1,16,3,143
2,16,3,143
3,17,3,143
1,25,4,143
2,26,4,143
3,23,4,143
1,19,1,144
2,21,1,144
3,14,1,144
1,29,2,144
2,19,2,144
3,19,2,144
2,28,3,144
3,21,3,144
1,14,1,145
2,14,1,145
3,13,1,145
1,15,2,145
2,18,2,145
3,18,2,145
1,18,3,145
2,28,3,145
3,13,3,145
1,28,4,145
3,18,4,145
3,28,5,145
1,13,1,146
2,16,1,146
3,15,1,146
1,23,2,146
2,19,2,146
3,19,2,146
2,29,3,146
3,20,3,146
3,23,4,146
1,6,1,147
2,12,1,147
3,9,1,147
1,17,2,147
2,22,2,147
3,17,2,147
1,12,3,147
3,27,3,147
1,22,4,147
1,13,1,148
2,8,1,148
3,11,1,148
1,23,2,148
2,14,2,148
3,18,2,148
2,24,3,148
3,21,3,148
1,20,1,149
2,8,1,149
3,14,1,149
1,25,2,149
2,13,2,149
3,14,2,149
2,20,3,149
3,20,3,149
2,24,4,149
3,30,4,149
1,16,1,150
2,10,1,150
3,14,1,150
1,20,2,150
2,13,2,150
3,18,2,150
1,22,3,150
2,14,3,150
3,24,3,150
2,17,4,150
2,27,5,150
1,17,1,151
2,12,1,151
3,13,1,151
1,21,2,151
2,14,2,151
3,23,2,151
2,17,3,151
2,27,4,151
1,18,1,152
2,21,1,152
3,19,1,152
1,23,2,152
2,12,2,152
3,26,2,152
2,15,3,152
2,25,4,152
1,20,1,153
2,20,1,153
3,7,1,153
1,28,2,153
2,25,2,153
3,16,2,153
3,26,3,153
1,8,1,154
2,8,1,154
3,12,1,154
1,16,2,154
2,12,2,154
3,12,2,154
1,26,3,154
2,22,3,154
3,21,3,154
1,5,1,155
2,13,1,155
3,21,1,155
1,16,2,155
2,22,2,155
3,12,2,155
1,12,3,155
3,14,3,155
1,22,4,155
3,23,4,155
1,12,1,156
2,20,1,156
3,9,1,156
1,17,2,156
2,29,2,156
3,14,2,156
1,19,3,156
3,24,3,156
1,21,4,156
1,15,1,157
2,20,1,157
3,19,1,157
1,25,2,157
2,16,2,157
3,29,2,157
2,26,3,157
1,13,1,158
2,19,1,158
3,8,1,158
1,23,2,158
2,29,2,158
3,12,2,158
3,19,3,158
3,22,4,158
1,21,1,159
2,13,1,159
3,17,1,159
1,21,2,159
2,21,2,159
3,21,2,159
1,20,1,160
2,18,1,160
3,11,1,160
1,30,2,160
2,18,2,160
3,19,2,160
2,20,3,160
3,22,3,160
2,30,4,160
1,13,1,161
2,14,1,161
3,15,1,161
1,23,2,161
2,16,2,161
3,24,2,161
2,16,3,161
2,26,4,161
1,12,1,162
2,10,1,162
3,12,1,162
1,15,2,162
2,17,2,162
3,22,2,162
1,20,3,162
2,25,3,162
1,22,4,162
1,21,1,163
2,18,1,163
3,12,1,163
1,21,2,163
2,17,2,163
3,18,2,163
2,24,3,163
3,26,3,163
1,12,1,164
2,10,1,164
3,7,1,164
1,14,2,164
2,21,2,164
3,16,2,164
1,22,3,164
3,26,3,164
1,11,1,165
2,12,1,165
3,8,1,165
1,16,2,165
2,13,2,165
3,11,2,165
1,22,3,165
2,22,3,165
3,19,3,165
3,22,4,165
1,16,1,166
2,13,1,166
3,12,1,166
1,22,2,166
2,23,2,166
3,22,2,166
1,10,1,167
2,14,1,167
3,19,1,167
1,19,2,167
2,16,2,167
3,21,2,167
1,24,3,167
2,22,3,167
1,12,1,168
2,16,1,168
3,18,1,168
1,22,2,168
2,23,2,168
3,28,2,168
1,21,1,169
2,13,1,169
3,20,1,169
1,15,2,169
2,21,2,169
3,30,2,169
1,21,3,169
1,7,1,170
2,21,1,170
3,16,1,170
1,10,2,170
2,13,2,170
3,16,2,170
1,19,3,170
2,23,3,170
3,18,3,170
1,29,4,170
3,25,4,170
1,17,1,171
2,11,1,171
3,4,1,171
1,20,2,171
2,16,2,171
3,9,2,171
1,30,3,171
2,24,3,171
3,19,3,171
3,23,4,171
1,13,1,172
2,17,1,172
3,15,1,172
1,17,2,172
2,18,2,172
3,23,2,172
1,20,3,172
2,21,3,172
1,20,4,172
1,30,5,172
1,14,1,173
2,15,1,173
3,19,1,173
1,22,2,173
2,18,2,173
3,24,2,173
2,20,3,173
2,20,4,173
2,29,5,173
1,20,1,174
2,19,1,174
3,8,1,174
1,22,2,174
2,23,2,174
3,12,2,174
3,16,3,174
3,22,4,174
1,15,1,175
2,16,1,175
3,17,1,175
1,22,2,175
2,13,2,175
3,25,2,175
2,15,3,175
2,17,4,175
2,21,5,175
1,16,1,176
2,15,1,176
3,11,1,176
1,25,2,176
2,20,2,176
3,19,2,176
2,30,3,176
3,24,3,176
1,20,1,177
2,12,1,177
3,16,1,177
1,24,2,177
2,21,2,177
3,23,2,177
1,8,1,178
2,19,1,178
3,20,1,178
1,19,2,178
2,23,2,178
3,30,2,178
1,14,3,178
1,21,4,178
1,8,1,179
2,16,1,179
3,6,1,179
1,18,2,179
2,16,2,179
3,12,2,179
1,24,3,179
2,26,3,179
3,22,3,179
1,13,1,180
2,13,1,180
3,19,1,180
1,19,2,180
2,18,2,180
3,28,2,180
1,21,3,180
2,22,3,180
1,10,1,181
2,17,1,181
3,14,1,181
1,20,2,181
2,26,2,181
3,16,2,181
1,25,3,181
3,17,3,181
3,27,4,181
1,20,1,182
2,17,1,182
3,13,1,182
1,25,2,182
2,25,2,182
3,14,2,182
3,24,3,182
1,13,1,183
2,9,1,183
3,20,1,183
1,16,2,183
2,19,2,183
3,20,2,183
1,19,3,183
2,23,3,183
3,30,3,183
1,29,4,183
1,18,1,184
2,14,1,184
3,13,1,184
1,23,2,184
2,19,2,184
3,15,2,184
2,19,3,184
3,16,3,184
2,26,4,184
3,22,4,184
1,16,1,185
2,20,1,185
3,12,1,185
1,26,2,185
2,27,2,185
3,14,2,185
3,20,3,185
3,24,4,185
1,17,1,186
2,15,1,186
3,12,1,186
1,27,2,186
2,25,2,186
3,22,2,186
1,8,1,187
2,17,1,187
3,13,1,187
1,17,2,187
2,27,2,187
3,21,2,187
1,27,3,187
1,15,1,188
2,12,1,188
3,10,1,188
1,20,2,188
2,16,2,188
3,17,2,188
1,24,3,188
2,25,3,188
3,19,3,188
3,26,4,188
1,15,1,189
2,13,1,189
3,14,1,189
1,15,2,189
2,23,2,189
3,14,2,189
1,20,3,189
3,24,3,189
1,29,4,189
1,12,1,190
2,20,1,190
3,9,1,190
1,20,2,190
2,30,2,190
3,19,2,190
1,14,3,190
3,20,3,190
1,21,4,190
3,21,4,190
1,18,1,191
2,18,1,191
3,11,1,191
1,13,2,191
2,28,2,191
3,12,2,191
1,21,3,191
3,20,3,191
3,29,4,191
1,13,1,192
2,16,1,192
3,14,1,192
1,15,2,192
2,13,2,192
3,18,2,192
1,12,3,192
2,23,3,192
3,28,3,192
1,22,4,192
1,12,1,193
2,13,1,193
3,16,1,193
1,22,2,193
2,21,2,193
3,18,2,193
3,23,3,193
1,10,1,194
2,13,1,194
3,20,1,194
1,19,2,194
2,22,2,194
3,21,2,194
1,27,3,194
1,9,1,195
2,12,1,195
3,13,1,195
1,19,2,195
2,22,2,195
3,18,2,195
1,25,3,195
3,12,3,195
3,13,4,195
3,22,5,195
1,16,1,196
2,15,1,196
3,12,1,196
1,16,2,196
2,21,2,196
3,22,2,196
1,20,3,196
1,30,4,196
1,14,1,197
2,12,1,197
3,12,1,197
1,17,2,197
2,20,2,197
3,18,2,197
1,27,3,197
2,29,3,197
3,22,3,197
1,14,1,198
2,12,1,198
3,10,1,198
1,16,2,198
2,22,2,198
3,15,2,198
1,14,3,198
3,21,3,198
1,23,4,198
1,11,1,199
2,16,1,199
3,18,1,199
1,20,2,199
2,21,2,199
3,28,2,199
1,21,3,199
1,9,1,200
2,18,1,200
3,13,1,200
1,20,2,200
2,26,2,200
3,23,2,200
1,18,3,200
1,24,4,200
1,9,1,201
2,20,1,201
3,15,1,201
1,20,2,201
2,30,2,201
3,21,2,201
1,13,3,201
1,23,4,201
1,10,1,202
2,15,1,202
3,21,1,202
1,16,2,202
2,18,2,202
3,18,2,202
1,26,3,202
2,28,3,202
3,28,3,202
1,10,1,203
2,6,1,203
3,20,1,203
1,19,2,203
2,15,2,203
3,28,2,203
1,29,3,203
2,25,3,203
1,14,1,204
2,11,1,204
3,21,1,204
1,24,2,204
2,16,2,204
3,17,2,204
2,23,3,204
3,19,3,204
3,23,4,204
1,9,1,205
2,21,1,205
3,11,1,205
1,14,2,205
2,19,2,205
3,21,2,205
1,24,3,205
2,26,3,205
1,11,1,206
2,16,1,206
3,13,1,206
1,20,2,206
2,26,2,206
3,18,2,206
1,29,3,206
3,22,3,206
1,20,1,207
2,15,1,207
3,13,1,207
1,22,2,207
2,15,2,207
3,16,2,207
2,23,3,207
3,23,3,207
1,18,1,208
2,4,1,208
3,11,1,208
1,23,2,208
2,6,2,208
3,18,2,208
2,17,3,208
3,23,3,208
2,20,4,208
2,16,5,208
2,26,6,208
1,16,1,209
2,15,1,209
3,14,1,209
1,23,2,209
2,15,2,209
3,24,2,209
2,19,3,209
2,28,4,209
1,10,1,210
2,12,1,210
3,20,1,210
1,16,2,210
2,22,2,210
3,30,2,210
1,20,3,210
1,29,4,210
1,13,1,211
2,20,1,211
3,8,1,211
1,13,2,211
2,30,2,211
3,14,2,211
1,23,3,211
